C,Mn,Si,Cr,Ni,Mo,Log_Tau_Ferrite,Log_Tau_Pearlite,Log_Tau_Bainite
0.343,1.464,0.776,0.745,3.749,0.867,0.686,2.928,1.49
1.344,1.408,0.133,0.899,2.87,0.507,2.688,2.816,1.798
1.031,1.159,0.763,1.481,4.746,2.857,2.062,2.318,2.962
1.139,0.687,0.764,2.947,0.575,0.737,2.278,1.374,5.894
1.308,0.507,1.282,1.782,0.359,2.946,2.616,1.014,3.564
0.398,0.676,0.404,4.79,1.519,2.859,0.796,1.352,9.58
1.382,0.419,0.903,0.365,2.776,2.437,2.764,0.838,0.73
0.474,1.31,1.227,4.56,2.908,3.961,0.948,2.62,9.12
0.342,0.933,0.845,3.748,1.63,1.345,0.684,1.866,7.496
0.405,1.236,1.493,0.985,4.753,2.83,0.81,2.472,1.97
0.347,0.449,0.868,2.139,2.862,1.427,0.694,0.898,4.278
1.31,1.304,0.467,1.732,4.961,4.502,2.62,2.608,3.464
1.254,0.572,1.408,2.788,4.825,0.095,2.508,1.144,5.576
0.88,0.268,1.263,2.873,1.275,4.92,1.76,0.536,5.746
0.569,0.35,1.389,4.723,3.016,4.36,1.138,0.7,9.446
0.908,1.43,0.681,4.166,2.401,3.029,1.816,2.86,8.332
0.348,0.457,0.985,1.446,1.207,2.043,0.696,0.914,2.892
0.352,0.885,1.325,4.62,1.954,4.411,0.704,1.77,9.24
0.68,1.463,0.124,3.606,1.654,3.869,1.36,2.926,7.212
0.451,0.418,1.171,1.756,4.439,1.961,0.902,0.836,3.512
0.772,0.612,1.447,1.748,4.658,1.791,1.544,1.224,3.496
1.237,0.798,0.805,0.826,4.656,3.589,2.474,1.596,1.652
0.492,0.114,0.578,3.518,1.919,4.117,0.984,0.228,7.036
0.229,1.453,0.883,4.4,3.299,4.305,0.458,2.906,8.8
0.349,1.061,0.302,3.193,4.957,2.719,0.698,2.122,6.386
1.028,0.536,0.669,1.165,3.586,0.457,2.056,1.072,2.33
0.427,0.22,0.957,2.537,3.707,3.186,0.854,0.44,5.074
1.468,1.41,0.221,3.506,4.671,4.608,2.936,2.82,7.012
1.412,0.936,0.849,0.294,2.48,1.694,2.824,1.872,0.588
0.173,1.064,0.893,3.664,0.108,1.947,0.346,2.128,7.328
0.646,0.553,0.292,0.076,2.473,3.248,1.292,1.106,0.152
0.334,0.482,1.435,0.013,3.688,0.949,0.668,0.964,0.026
1.055,0.745,1.482,1.438,2.423,2.732,2.11,1.49,2.876
0.726,0.102,0.503,3.769,1.627,3.89,1.452,0.204,7.538
0.924,0.424,0.109,2.24,2.632,0.197,1.848,0.848,4.48
0.616,1.076,0.501,3.823,4.911,4.534,1.232,2.152,7.646
0.375,0.801,1.054,0.347,4.101,0.933,0.75,1.602,0.694
1.422,0.574,0.221,2.395,0.438,1.351,2.844,1.148,4.79
0.732,1.457,1.418,1.148,1.693,3.065,1.464,2.914,2.296
1.118,0.163,0.218,1.466,1.39,3.652,2.236,0.326,2.932
1.185,0.444,1.321,3.074,4.895,0.677,2.37,0.888,6.148
0.186,1.089,1.138,1.993,3.463,1.199,0.372,2.178,3.986
1.139,1.475,0.737,0.208,4.03,1.888,2.278,2.95,0.416
1.382,0.742,1.288,2.468,4.107,3.7,2.764,1.484,4.936
0.561,0.116,1.151,2.345,4.994,4.254,1.122,0.232,4.69
0.178,0.427,0.165,3.45,3.976,3.856,0.356,0.854,6.9
0.796,0.377,0.57,2.659,2.548,4.799,1.592,0.754,5.318
0.352,0.108,1.141,3.171,4.872,4.043,0.704,0.216,6.342
0.589,0.87,0.255,0.598,4.662,4.839,1.178,1.74,1.196
1.145,0.474,0.169,1.476,0.133,0.038,2.29,0.948,2.952
1.383,1.089,0.789,3.056,4.913,3.159,2.766,2.178,6.112
0.269,1.441,0.998,0.766,4.821,0.933,0.538,2.882,1.532
0.652,0.764,1.302,4.059,1.772,1.321,1.304,1.528,8.118
1.397,0.993,0.27,2.512,0.7,1.725,2.794,1.986,5.024
0.609,1.442,0.288,1.881,1.724,2.865,1.218,2.884,3.762
1.442,0.543,1.095,1.691,3.34,3.87,2.884,1.086,3.382
0.338,0.58,1.136,2.486,3.01,3.875,0.676,1.16,4.972
0.232,0.223,0.526,1.888,4.705,2.7,0.464,0.446,3.776
1.252,0.727,1.068,2.431,4.966,1.242,2.504,1.454,4.862
1.203,1.343,0.369,4.08,3.479,1.987,2.406,2.686,8.16
0.236,1.442,1.051,0.49,2.093,2.191,0.472,2.884,0.98
0.449,1.027,0.658,2.638,4.18,3.426,0.898,2.054,5.276
0.262,0.338,0.755,0.027,0.007,2.12,0.524,0.676,0.054
1.069,0.171,0.476,2.423,1.956,4.125,2.138,0.342,4.846
0.133,0.496,0.839,3.853,4.232,2.406,0.266,0.992,7.706
0.836,0.863,0.205,2.662,3.134,2.475,1.672,1.726,5.324
0.38,1.289,0.864,1.596,1.261,1.226,0.76,2.578,3.192
1.123,1.289,0.61,0.221,0.663,0.366,2.246,2.578,0.442
1.153,0.87,1.203,4.275,1.552,4.413,2.306,1.74,8.55
0.721,1.482,1.445,1.407,0.193,2.431,1.442,2.964,2.814
0.336,0.146,1.12,2.704,1.998,1.694,0.672,0.292,5.408
0.567,1.262,1.211,1.203,2.097,1.82,1.134,2.524,2.406
0.967,1.171,0.569,0.953,1.108,0.111,1.934,2.342,1.906
1.474,0.504,0.684,4.521,1.872,1.249,2.948,1.008,9.042
1.1,0.157,0.942,4.923,1.253,3.132,2.2,0.314,9.846
0.353,0.795,0.349,3.0,2.179,1.08,0.706,1.59,6.0
0.429,0.291,0.171,4.421,3.783,3.297,0.858,0.582,8.842
1.038,0.995,1.44,0.143,0.194,4.151,2.076,1.99,0.286
1.412,1.095,1.083,1.297,4.934,4.474,2.824,2.19,2.594
1.309,0.773,0.94,4.511,4.781,2.043,2.618,1.546,9.022
1.18,0.17,0.111,4.567,4.154,3.516,2.36,0.34,9.134
0.482,1.346,1.416,1.492,3.52,1.248,0.964,2.692,2.984
0.479,0.719,0.639,3.756,2.953,2.912,0.958,1.438,7.512
0.115,1.248,0.441,2.309,1.178,4.072,0.23,2.496,4.618
1.25,0.638,0.962,3.443,3.092,3.025,2.5,1.276,6.886
1.346,1.363,0.656,3.05,2.079,2.756,2.692,2.726,6.1
1.088,0.259,1.036,3.95,1.315,4.997,2.176,0.518,7.9
0.548,0.469,1.167,1.777,4.286,3.587,1.096,0.938,3.554
1.056,0.991,1.353,1.095,4.708,3.095,2.112,1.982,2.19
0.566,1.221,0.397,4.056,0.554,3.64,1.132,2.442,8.112
0.872,0.223,0.435,0.221,1.787,3.798,1.744,0.446,0.442
1.062,0.977,1.385,4.058,4.647,1.32,2.124,1.954,8.116
0.187,1.389,0.884,0.613,3.824,2.405,0.374,2.778,1.226
0.402,0.39,1.184,1.302,1.76,3.826,0.804,0.78,2.604
0.513,1.495,0.46,3.614,2.108,4.143,1.026,2.99,7.228
1.394,1.123,0.831,2.896,1.703,3.493,2.788,2.246,5.792
1.234,0.979,1.338,0.996,0.969,1.275,2.468,1.958,1.992
1.3,1.179,1.024,1.001,0.19,3.287,2.6,2.358,2.002
1.17,1.085,0.355,2.294,4.98,0.052,2.34,2.17,4.588
0.52,0.653,1.283,2.781,2.701,3.581,1.04,1.306,5.562
0.104,0.726,0.395,4.405,0.913,2.551,0.208,1.452,8.81
0.514,0.158,1.215,1.364,1.42,1.772,1.028,0.316,2.728
1.309,0.513,1.339,0.24,1.685,3.894,2.618,1.026,0.48
0.998,1.449,0.935,4.898,2.896,2.57,1.996,2.898,9.796
0.44,0.488,0.892,3.261,4.489,0.345,0.88,0.976,6.522
0.609,1.017,0.297,4.879,4.728,2.324,1.218,2.034,9.758
0.597,0.952,1.248,1.906,0.964,1.775,1.194,1.904,3.812
0.55,0.586,0.21,4.758,2.722,0.366,1.1,1.172,9.516
1.429,1.249,0.369,3.448,2.558,4.174,2.858,2.498,6.896
1.049,1.275,1.257,3.759,3.906,4.051,2.098,2.55,7.518
1.433,0.897,1.203,1.992,4.945,4.104,2.866,1.794,3.984
1.031,1.305,0.747,2.534,3.263,0.469,2.062,2.61,5.068
0.537,1.274,1.387,3.413,1.141,3.298,1.074,2.548,6.826
0.208,1.176,0.712,0.652,0.326,0.931,0.416,2.352,1.304
0.891,1.084,0.446,1.202,4.645,3.173,1.782,2.168,2.404
0.831,0.408,0.809,3.787,4.366,2.301,1.662,0.816,7.574
1.072,0.136,0.105,4.171,4.111,0.577,2.144,0.272,8.342
1.085,0.542,1.052,4.695,1.541,4.8,2.17,1.084,9.39
1.262,0.382,0.872,2.107,1.636,3.053,2.524,0.764,4.214
0.52,1.015,0.642,0.11,0.57,4.231,1.04,2.03,0.22
0.729,1.402,1.24,2.682,2.975,1.634,1.458,2.804,5.364
0.828,1.094,1.471,1.449,1.411,1.669,1.656,2.188,2.898
0.301,0.704,0.544,3.702,1.983,4.925,0.602,1.408,7.404
0.532,0.458,1.25,4.387,1.485,3.472,1.064,0.916,8.774
1.213,0.852,1.306,2.29,1.707,3.808,2.426,1.704,4.58
0.852,1.263,0.725,1.318,1.529,2.847,1.704,2.526,2.636
0.242,1.468,0.69,2.115,2.484,0.335,0.484,2.936,4.23
0.848,0.632,0.853,3.278,4.166,1.691,1.696,1.264,6.556
0.681,0.786,0.865,1.378,2.528,3.813,1.362,1.572,2.756
0.278,1.22,0.471,3.977,4.377,4.288,0.556,2.44,7.954
1.484,1.13,0.916,2.971,2.032,3.944,2.968,2.26,5.942
1.021,0.93,0.318,3.045,2.839,3.835,2.042,1.86,6.09
1.432,0.947,1.355,2.852,3.941,0.474,2.864,1.894,5.704
1.06,1.193,1.283,4.944,0.619,1.214,2.12,2.386,9.888
0.493,1.331,0.178,3.229,2.267,3.129,0.986,2.662,6.458
0.478,1.445,0.401,3.097,1.275,4.958,0.956,2.89,6.194
1.149,0.224,0.308,4.833,4.194,0.962,2.298,0.448,9.666
1.461,0.546,1.274,1.335,1.023,4.179,2.922,1.092,2.67
1.065,1.232,1.192,1.07,1.703,2.035,2.13,2.464,2.14
0.509,0.847,0.273,2.984,1.034,2.644,1.018,1.694,5.968
0.348,1.49,0.126,2.044,2.422,2.884,0.696,2.98,4.088
1.013,0.757,0.119,2.472,1.705,1.777,2.026,1.514,4.944
0.606,0.135,0.132,2.779,1.331,2.909,1.212,0.27,5.558
0.945,0.406,0.711,0.834,1.448,4.566,1.89,0.812,1.668
1.29,0.649,0.147,0.47,0.877,2.12,2.58,1.298,0.94
0.524,0.933,1.444,3.883,4.715,3.555,1.048,1.866,7.766
1.407,1.196,0.633,1.736,3.012,3.766,2.814,2.392,3.472
0.468,0.717,1.153,0.911,3.877,3.985,0.936,1.434,1.822
0.15,0.606,0.287,3.656,3.096,4.833,0.3,1.212,7.312
1.273,0.307,0.151,4.413,4.219,0.798,2.546,0.614,8.826
1.498,1.059,1.291,1.403,1.072,4.66,2.996,2.118,2.806
1.445,0.715,0.528,2.279,0.223,4.658,2.89,1.43,4.558
1.065,0.398,1.019,0.532,1.488,4.144,2.13,0.796,1.064
1.105,1.298,0.759,3.21,2.538,1.47,2.21,2.596,6.42
0.447,0.751,1.227,1.232,1.48,2.234,0.894,1.502,2.464
0.58,1.339,0.972,0.452,4.428,0.703,1.16,2.678,0.904
0.746,1.366,1.351,2.348,1.69,3.738,1.492,2.732,4.696
0.178,0.372,0.659,4.431,1.915,0.001,0.356,0.744,8.862
0.133,0.449,0.273,3.074,1.68,2.621,0.266,0.898,6.148
1.099,1.078,0.95,1.582,3.308,2.676,2.198,2.156,3.164
0.621,1.454,1.071,1.499,0.767,1.727,1.242,2.908,2.998
1.328,1.432,1.273,3.0,3.983,0.457,2.656,2.864,6.0
0.428,1.102,0.776,4.048,3.838,3.295,0.856,2.204,8.096
0.552,1.178,0.764,1.954,3.975,0.659,1.104,2.356,3.908
0.257,0.502,1.29,3.161,1.979,3.549,0.514,1.004,6.322
0.763,0.517,1.177,0.206,4.311,2.634,1.526,1.034,0.412
0.132,0.711,0.379,4.342,4.855,1.321,0.264,1.422,8.684
1.208,0.968,1.416,4.811,3.557,4.844,2.416,1.936,9.622
0.211,1.243,0.374,4.984,1.043,3.441,0.422,2.486,9.968
0.966,1.133,1.034,2.862,0.236,0.657,1.932,2.266,5.724
0.431,1.19,0.869,1.284,2.342,2.341,0.862,2.38,2.568
0.23,0.187,0.777,0.454,4.396,3.397,0.46,0.374,0.908
1.143,0.69,0.416,3.229,3.961,4.563,2.286,1.38,6.458
0.461,0.268,0.139,2.431,3.109,3.786,0.922,0.536,4.862
0.674,0.116,0.457,4.605,0.988,2.763,1.348,0.232,9.21
0.779,0.759,1.435,2.911,4.389,4.122,1.558,1.518,5.822
0.852,0.566,0.483,1.005,0.281,4.924,1.704,1.132,2.01
0.871,0.325,0.511,1.035,4.58,3.12,1.742,0.65,2.07
1.091,0.245,0.5,3.372,1.177,3.204,2.182,0.49,6.744
1.398,0.135,1.329,2.451,2.227,2.939,2.796,0.27,4.902
0.979,1.235,0.894,4.261,3.016,0.677,1.958,2.47,8.522
0.635,1.482,0.937,1.401,1.195,3.816,1.27,2.964,2.802
0.982,1.388,0.751,1.016,2.235,3.208,1.964,2.776,2.032
0.317,0.237,1.038,4.504,3.723,1.549,0.634,0.474,9.008
0.201,0.335,0.319,3.01,1.768,0.612,0.402,0.67,6.02
0.886,0.505,1.387,0.629,3.897,4.984,1.772,1.01,1.258
1.034,0.846,1.23,1.293,0.407,1.078,2.068,1.692,2.586
0.965,0.552,0.383,1.523,0.965,1.58,1.93,1.104,3.046
0.872,1.196,1.04,0.38,0.04,2.882,1.744,2.392,0.76
0.867,0.279,1.293,4.938,4.134,3.742,1.734,0.558,9.876
0.886,0.347,0.677,0.888,0.94,1.57,1.772,0.694,1.776
1.44,1.41,0.745,1.452,1.481,3.558,2.88,2.82,2.904
0.412,0.885,1.365,2.535,0.608,0.125,0.824,1.77,5.07
0.691,0.208,1.326,3.369,0.531,0.43,1.382,0.416,6.738
0.342,0.143,0.282,3.814,1.994,4.595,0.684,0.286,7.628
1.293,1.021,0.112,0.438,2.839,3.197,2.586,2.042,0.876
0.91,0.935,0.999,4.665,4.994,3.537,1.82,1.87,9.33
0.275,1.267,0.234,0.48,3.136,1.407,0.55,2.534,0.96
0.134,1.133,0.649,4.203,0.235,3.822,0.268,2.266,8.406
0.166,1.037,0.32,4.039,3.868,2.021,0.332,2.074,8.078
1.08,0.439,1.317,4.357,2.14,2.411,2.16,0.878,8.714
1.027,1.345,0.282,3.345,3.892,2.938,2.054,2.69,6.69
0.167,0.463,1.272,4.737,4.526,3.272,0.334,0.926,9.474
1.26,0.825,0.476,3.677,2.412,1.551,2.52,1.65,7.354
0.622,0.777,0.103,1.918,3.848,3.475,1.244,1.554,3.836
0.657,0.534,1.366,1.805,2.457,4.074,1.314,1.068,3.61
1.497,0.618,1.417,0.226,0.595,1.116,2.994,1.236,0.452
0.51,1.342,0.101,4.675,1.602,0.254,1.02,2.684,9.35
0.153,0.781,0.288,0.557,2.641,1.87,0.306,1.562,1.114
0.175,0.638,1.329,3.4,4.121,4.019,0.35,1.276,6.8
0.233,0.776,0.682,1.26,4.964,0.247,0.466,1.552,2.52
0.865,0.282,0.489,4.382,3.983,0.98,1.73,0.564,8.764
0.241,0.139,1.005,3.53,4.589,4.415,0.482,0.278,7.06
0.961,0.46,1.481,2.009,4.052,3.095,1.922,0.92,4.018
0.9,1.178,0.902,3.881,1.903,3.696,1.8,2.356,7.762
1.301,0.719,0.225,4.491,1.93,3.061,2.602,1.438,8.982
0.529,1.019,0.854,2.877,4.814,0.009,1.058,2.038,5.754
0.695,0.568,1.265,3.455,0.94,3.92,1.39,1.136,6.91
1.043,1.004,1.468,1.454,0.501,3.715,2.086,2.008,2.908
1.182,0.793,1.086,0.385,4.348,4.312,2.364,1.586,0.77
1.023,0.788,0.288,3.839,0.273,4.604,2.046,1.576,7.678
0.801,0.467,0.645,3.121,3.939,1.925,1.602,0.934,6.242
0.777,0.328,0.153,0.209,0.711,4.187,1.554,0.656,0.418
0.79,0.403,0.184,3.772,1.209,2.422,1.58,0.806,7.544
1.182,0.352,0.953,4.351,1.399,4.639,2.364,0.704,8.702
0.953,0.442,0.364,4.829,2.65,4.763,1.906,0.884,9.658
0.635,0.723,0.474,3.893,4.642,4.431,1.27,1.446,7.786
0.302,1.233,0.533,2.876,3.311,4.333,0.604,2.466,5.752
0.689,0.682,0.538,1.791,4.793,0.695,1.378,1.364,3.582
0.927,0.123,0.886,0.122,0.972,4.562,1.854,0.246,0.244
0.158,1.082,0.757,2.895,3.991,3.557,0.316,2.164,5.79
0.393,1.315,0.738,4.728,0.628,0.669,0.786,2.63,9.456
1.416,1.25,0.867,4.632,2.655,1.248,2.832,2.5,9.264
0.569,0.103,0.395,1.973,2.914,1.066,1.138,0.206,3.946
0.698,1.187,0.25,3.014,3.939,2.362,1.396,2.374,6.028
0.23,0.837,0.914,4.007,4.265,0.12,0.46,1.674,8.014
0.757,0.364,0.315,4.735,3.295,4.346,1.514,0.728,9.47
0.163,1.274,0.129,2.521,3.873,1.666,0.326,2.548,5.042
0.867,0.75,1.41,4.531,0.097,2.39,1.734,1.5,9.062
0.693,0.232,0.145,2.36,4.727,3.943,1.386,0.464,4.72
0.265,0.727,1.192,3.771,1.388,3.409,0.53,1.454,7.542
1.326,0.12,0.63,0.893,4.826,0.635,2.652,0.24,1.786
1.206,0.987,0.171,0.411,0.493,3.703,2.412,1.974,0.822
0.558,0.981,0.172,2.203,3.988,2.104,1.116,1.962,4.406
0.733,1.381,0.339,4.219,4.223,2.381,1.466,2.762,8.438
1.481,0.812,0.605,4.7,4.6,2.951,2.962,1.624,9.4
0.305,1.271,0.181,4.743,3.612,4.395,0.61,2.542,9.486
0.861,0.585,1.191,4.878,2.485,0.089,1.722,1.17,9.756
0.259,1.117,0.456,2.417,3.735,4.592,0.518,2.234,4.834
0.494,0.554,0.976,0.19,2.895,1.38,0.988,1.108,0.38
1.394,1.488,1.291,3.295,3.265,0.257,2.788,2.976,6.59
0.941,0.105,0.779,2.414,1.239,2.865,1.882,0.21,4.828
1.134,1.068,0.581,3.98,0.176,2.652,2.268,2.136,7.96
1.189,1.29,0.95,0.545,2.667,1.853,2.378,2.58,1.09
0.977,0.657,0.818,2.601,1.21,1.448,1.954,1.314,5.202
0.986,1.387,0.906,0.834,2.098,3.859,1.972,2.774,1.668
1.215,1.036,0.923,4.652,2.478,4.355,2.43,2.072,9.304
0.523,0.927,1.015,0.73,3.762,3.49,1.046,1.854,1.46
0.989,0.547,0.926,4.454,2.856,2.423,1.978,1.094,8.908
1.444,1.197,0.799,0.554,4.076,1.268,2.888,2.394,1.108
1.496,1.425,1.061,0.502,0.981,3.236,2.992,2.85,1.004
0.206,0.582,1.129,1.671,4.708,3.282,0.412,1.164,3.342
0.891,0.676,1.094,4.13,1.213,1.58,1.782,1.352,8.26
0.837,0.612,0.602,2.251,0.206,1.645,1.674,1.224,4.502
0.214,0.162,0.665,3.997,3.431,4.995,0.428,0.324,7.994
0.639,1.438,0.135,4.664,3.851,1.001,1.278,2.876,9.328
1.417,0.591,1.22,4.34,3.853,1.145,2.834,1.182,8.68
0.177,0.146,1.148,0.054,1.623,3.578,0.354,0.292,0.108
1.126,1.437,0.613,4.366,2.054,0.286,2.252,2.874,8.732
0.771,0.294,1.296,4.943,2.157,0.215,1.542,0.588,9.886
0.31,0.289,1.039,1.872,2.793,3.121,0.62,0.578,3.744
1.029,0.72,0.286,1.68,2.604,1.365,2.058,1.44,3.36
0.528,0.37,1.017,0.389,3.257,1.723,1.056,0.74,0.778
1.034,0.287,1.362,4.995,1.456,3.34,2.068,0.574,9.99
0.241,0.927,0.499,1.856,2.746,0.362,0.482,1.854,3.712
1.294,0.282,0.921,2.611,0.425,3.012,2.588,0.564,5.222
1.484,0.824,1.475,3.953,3.108,1.764,2.968,1.648,7.906
0.343,0.787,0.688,3.996,4.818,2.088,0.686,1.574,7.992
0.235,1.372,1.404,2.633,4.935,3.003,0.47,2.744,5.266
1.353,0.64,1.2,2.501,4.369,1.183,2.706,1.28,5.002
0.791,0.285,0.857,3.96,4.302,1.379,1.582,0.57,7.92
1.095,0.674,0.264,4.143,3.272,2.516,2.19,1.348,8.286
0.226,0.841,0.353,2.073,2.911,1.236,0.452,1.682,4.146
0.187,1.083,0.842,0.386,1.975,0.509,0.374,2.166,0.772
1.341,1.414,1.275,0.744,0.828,2.676,2.682,2.828,1.488
0.577,0.596,1.496,4.491,4.127,2.7,1.154,1.192,8.982
0.401,1.0,1.198,0.108,3.486,1.695,0.802,2.0,0.216
0.521,0.391,1.488,2.053,0.318,0.97,1.042,0.782,4.106
1.303,1.286,0.885,1.432,2.568,2.294,2.606,2.572,2.864
0.515,0.753,1.055,4.134,0.96,1.799,1.03,1.506,8.268
1.369,0.764,1.295,2.97,4.906,2.549,2.738,1.528,5.94
0.786,0.855,1.44,3.947,3.558,1.06,1.572,1.71,7.894
0.276,0.765,1.118,4.955,1.736,4.347,0.552,1.53,9.91
0.912,0.891,0.915,0.42,1.289,4.24,1.824,1.782,0.84
1.189,1.111,0.671,2.827,4.84,3.793,2.378,2.222,5.654
0.602,1.068,0.871,4.179,2.608,1.919,1.204,2.136,8.358
1.392,0.94,1.09,4.131,3.823,0.115,2.784,1.88,8.262
0.659,0.797,1.259,1.703,1.036,4.928,1.318,1.594,3.406
1.242,1.43,1.496,1.495,1.281,1.123,2.484,2.86,2.99
0.318,0.358,0.473,3.602,3.609,0.324,0.636,0.716,7.204
1.17,0.617,1.231,2.454,1.029,4.104,2.34,1.234,4.908
0.668,0.235,1.191,0.583,2.105,4.409,1.336,0.47,1.166
1.127,1.153,0.953,0.988,4.055,3.841,2.254,2.306,1.976
0.966,1.347,0.495,0.462,3.936,3.881,1.932,2.694,0.924
1.383,0.634,1.183,0.249,0.326,4.191,2.766,1.268,0.498
0.623,0.268,1.408,4.932,3.696,4.902,1.246,0.536,9.864
0.926,0.146,1.182,2.237,3.452,4.883,1.852,0.292,4.474
1.408,0.538,0.86,2.977,3.261,4.69,2.816,1.076,5.954
0.188,0.338,1.151,4.091,3.812,0.692,0.376,0.676,8.182
0.24,0.51,0.51,4.947,2.511,0.36,0.48,1.02,9.894
0.979,1.112,0.717,4.69,3.623,1.459,1.958,2.224,9.38
1.422,1.164,0.827,4.916,1.16,3.823,2.844,2.328,9.832
0.817,0.774,0.465,0.636,3.804,2.052,1.634,1.548,1.272
0.638,0.891,0.534,1.325,1.019,0.464,1.276,1.782,2.65
0.8,1.343,0.163,2.852,3.307,2.311,1.6,2.686,5.704
1.362,0.256,1.016,4.875,4.995,0.191,2.724,0.512,9.75
1.108,1.071,1.144,0.425,2.509,4.254,2.216,2.142,0.85
0.597,0.556,0.718,0.05,2.728,4.32,1.194,1.112,0.1
1.122,1.482,0.259,3.152,4.552,4.275,2.244,2.964,6.304
0.699,1.339,1.163,3.734,0.427,2.749,1.398,2.678,7.468
1.305,0.842,0.563,1.151,3.488,1.723,2.61,1.684,2.302
0.433,0.426,0.152,0.831,1.412,1.204,0.866,0.852,1.662
1.31,1.014,1.143,3.086,3.203,2.383,2.62,2.028,6.172
0.731,0.839,1.308,2.142,4.653,3.112,1.462,1.678,4.284
0.271,0.101,0.659,3.547,0.586,3.107,0.542,0.202,7.094
1.158,0.273,0.701,4.36,3.295,0.39,2.316,0.546,8.72
1.217,0.511,0.355,1.051,1.165,0.758,2.434,1.022,2.102
0.539,1.24,0.523,4.569,4.673,1.864,1.078,2.48,9.138
1.222,0.585,1.205,0.271,2.464,3.205,2.444,1.17,0.542
0.688,1.345,1.276,2.108,0.256,3.488,1.376,2.69,4.216
0.237,0.968,0.437,0.978,0.338,1.766,0.474,1.936,1.956
0.636,0.222,1.135,2.539,2.72,4.071,1.272,0.444,5.078
0.286,0.777,1.248,4.397,2.735,4.719,0.572,1.554,8.794
0.171,0.558,1.103,2.59,1.798,0.316,0.342,1.116,5.18
0.691,0.659,0.777,1.604,3.953,1.178,1.382,1.318,3.208
0.154,1.074,0.414,3.778,3.825,0.954,0.308,2.148,7.556
1.487,0.243,0.466,3.123,3.558,0.846,2.974,0.486,6.246
0.156,1.353,0.226,3.481,1.907,0.664,0.312,2.706,6.962
0.894,0.58,0.59,2.824,4.213,0.707,1.788,1.16,5.648
0.878,1.135,1.009,3.748,2.484,3.803,1.756,2.27,7.496
0.238,0.61,0.724,2.921,3.582,1.077,0.476,1.22,5.842
1.38,0.935,0.381,3.187,4.658,0.746,2.76,1.87,6.374
1.222,1.048,1.495,1.313,4.367,0.454,2.444,2.096,2.626
1.005,0.526,0.836,0.366,2.106,2.451,2.01,1.052,0.732
0.611,1.138,0.869,4.371,2.981,0.216,1.222,2.276,8.742
0.949,0.792,1.186,2.131,2.516,0.972,1.898,1.584,4.262
0.803,0.689,0.888,1.296,4.757,1.701,1.606,1.378,2.592
0.551,0.304,0.324,4.282,3.516,1.602,1.102,0.608,8.564
0.749,1.074,0.967,4.518,1.058,3.711,1.498,2.148,9.036
0.27,0.984,0.76,3.84,3.315,0.185,0.54,1.968,7.68
0.62,1.459,1.288,1.669,3.653,1.575,1.24,2.918,3.338
0.78,1.376,0.239,3.729,4.053,0.14,1.56,2.752,7.458
0.385,0.16,0.64,1.207,4.384,0.73,0.77,0.32,2.414
0.472,1.414,0.692,4.923,4.213,2.397,0.944,2.828,9.846
0.975,1.225,0.618,1.222,1.875,2.381,1.95,2.45,2.444
1.47,0.821,0.884,2.04,3.701,2.02,2.94,1.642,4.08
1.346,0.565,1.413,0.448,1.259,2.421,2.692,1.13,0.896
0.494,0.846,0.138,1.022,3.37,1.822,0.988,1.692,2.044
0.214,0.903,1.44,2.229,2.8,4.713,0.428,1.806,4.458
0.595,1.464,1.039,0.598,4.811,4.217,1.19,2.928,1.196
1.004,0.739,0.197,2.635,4.994,2.633,2.008,1.478,5.27
1.299,0.596,0.637,4.753,4.964,3.513,2.598,1.192,9.506
0.104,0.119,0.93,0.907,2.996,1.647,0.208,0.238,1.814
0.954,1.123,0.509,0.646,4.598,4.812,1.908,2.246,1.292
0.863,1.225,0.661,1.077,0.6,4.25,1.726,2.45,2.154
1.001,0.222,0.389,1.12,2.264,4.941,2.002,0.444,2.24
0.683,0.113,0.307,4.71,4.495,2.881,1.366,0.226,9.42
1.073,0.102,0.698,4.511,0.403,4.515,2.146,0.204,9.022
1.267,1.43,0.63,3.831,2.72,2.443,2.534,2.86,7.662
0.659,0.641,0.843,2.525,1.632,3.578,1.318,1.282,5.05
1.375,1.027,0.902,0.737,1.92,2.302,2.75,2.054,1.474
1.071,0.224,0.618,1.937,2.233,4.085,2.142,0.448,3.874
0.18,0.17,1.025,4.088,0.32,3.929,0.36,0.34,8.176
0.367,1.093,0.398,1.326,1.517,0.556,0.734,2.186,2.652
0.806,0.293,0.742,1.752,0.971,2.694,1.612,0.586,3.504
0.607,0.766,0.973,4.764,3.468,0.419,1.214,1.532,9.528
0.683,0.808,0.183,4.759,0.012,2.716,1.366,1.616,9.518
1.3,0.293,1.218,3.226,0.268,4.624,2.6,0.586,6.452
0.307,1.268,0.733,4.025,0.716,4.353,0.614,2.536,8.05
0.398,1.314,0.56,2.577,3.847,3.573,0.796,2.628,5.154
0.224,0.997,1.055,3.083,4.138,4.542,0.448,1.994,6.166
1.386,0.503,1.009,3.285,0.938,3.512,2.772,1.006,6.57
1.3,0.76,1.31,0.645,1.284,2.395,2.6,1.52,1.29
1.46,0.279,0.722,1.27,3.547,4.706,2.92,0.558,2.54
0.465,1.333,0.48,1.702,2.211,2.771,0.93,2.666,3.404
0.388,0.741,1.402,4.433,1.25,2.309,0.776,1.482,8.866
1.366,1.197,0.425,0.796,4.028,3.412,2.732,2.394,1.592
